epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,320.339,0.79213,1.29305,0.58811,1.10816,0.82507,0.81632,0.8544,0.64698,0.82304,0.80769,0.8438,0.60979,0.96946,1.65679,0.77083,1.27892,0.0007922,0.0007922,0.0007922
63,325.445,0.83689,1.43328,0.63709,1.17108,0.85262,0.80449,0.85613,0.63243,0.84539,0.78867,0.83755,0.59693,0.98458,1.64114,0.7557,1.29132,0.0007724,0.0007724,0.0007724
64,330.578,0.79682,1.33114,0.61604,1.12258,0.83553,0.80769,0.84383,0.6293,0.83261,0.80449,0.82296,0.57993,0.96487,1.65507,0.76036,1.27858,0.0007526,0.0007526,0.0007526
65,335.784,0.77293,1.35135,0.60985,1.11851,0.83944,0.80449,0.84945,0.63202,0.81747,0.78526,0.81549,0.58454,0.98702,1.72064,0.75773,1.279,0.0007328,0.0007328,0.0007328
66,340.921,0.82394,1.43935,0.63278,1.15698,0.8816,0.7398,0.8451,0.62615,0.85535,0.72018,0.81743,0.57535,1.03512,1.73143,0.82412,1.33082,0.000713,0.000713,0.000713
67,346.154,0.79316,1.34198,0.60305,1.13891,0.86341,0.72115,0.81652,0.60767,0.80549,0.71674,0.79362,0.56014,0.97024,1.67903,0.90261,1.3121,0.0006932,0.0006932,0.0006932
68,351.381,0.78634,1.3241,0.59333,1.11029,0.82264,0.75816,0.82228,0.62172,0.82651,0.72756,0.80734,0.58455,0.95958,1.60278,0.87439,1.29774,0.0006734,0.0006734,0.0006734
69,356.622,0.77797,1.27831,0.57494,1.10292,0.8458,0.77355,0.84195,0.63073,0.83154,0.76603,0.82051,0.59341,1.00977,1.61408,0.80771,1.30689,0.0006536,0.0006536,0.0006536
70,361.892,0.80243,1.34587,0.60402,1.1444,0.81233,0.78205,0.84284,0.64167,0.79419,0.75444,0.81665,0.59338,0.93773,1.6531,0.75665,1.27493,0.0006338,0.0006338,0.0006338
71,367.159,0.79029,1.33242,0.60679,1.13313,0.8233,0.73177,0.8081,0.62088,0.8549,0.67308,0.7751,0.55756,0.93926,1.78574,0.91555,1.28529,0.000614,0.000614,0.000614
72,372.334,0.78281,1.33553,0.59019,1.10902,0.85543,0.74359,0.83255,0.63516,0.84272,0.72129,0.81211,0.58214,0.93705,1.72792,0.83638,1.26617,0.0005942,0.0005942,0.0005942
73,377.399,0.75511,1.26977,0.56568,1.10508,0.86654,0.76923,0.84846,0.65203,0.85477,0.75454,0.83269,0.61457,0.92597,1.63555,0.8005,1.2597,0.0005744,0.0005744,0.0005744
74,382.471,0.76415,1.25926,0.55558,1.1196,0.86131,0.75639,0.84301,0.64592,0.84637,0.74161,0.81781,0.60855,0.93481,1.61829,0.82663,1.27087,0.0005546,0.0005546,0.0005546
